Group,Levels,SubjectID,Run,A_C1W1T0,A_C2W1T0,L_C1W1T0,L_C2W1T0,A_C1W2T0,A_C2W2T0,L_C1W2T0,L_C2W2T0,A_C1W3T0,A_C2W3T0,L_C1W3T0,L_C2W3T0,A_C1W4T0,A_C2W4T0,L_C1W4T0,L_C2W4T0,A_C1W5T0,A_C2W5T0,L_C1W5T0,L_C2W5T0,lC_C1W1T0,cC_C1W1T0,rC_C1W1T0,lC_C1W2T0,cC_C1W2T0,rC_C1W2T0,lC_C1W3T0,cC_C1W3T0,rC_C1W3T0,lC_C1W4T0,cC_C1W4T0,rC_C1W4T0,lC_C1W5T0,cC_C1W5T0,rC_C1W5T0,lC_C2W1T0,cC_C2W1T0,rC_C2W1T0,lC_C2W2T0,cC_C2W2T0,rC_C2W2T0,lC_C2W3T0,cC_C2W3T0,rC_C2W3T0,lC_C2W4T0,cC_C2W4T0,rC_C2W4T0,lC_C2W5T0,cC_C2W5T0,rC_C2W5T0,A_C1W1T2,A_C2W1T2,L_C1W1T2,L_C2W1T2,A_C1W2T2,A_C2W2T2,L_C1W2T2,L_C2W2T2,A_C1W3T2,A_C2W3T2,L_C1W3T2,L_C2W3T2,A_C1W4T2,A_C2W4T2,L_C1W4T2,L_C2W4T2,A_C1W5T2,A_C2W5T2,L_C1W5T2,L_C2W5T2,lC_C1W1T2,cC_C1W1T2,rC_C1W1T2,lC_C1W2T2,cC_C1W2T2,rC_C1W2T2,lC_C1W3T2,cC_C1W3T2,rC_C1W3T2,lC_C1W4T2,cC_C1W4T2,rC_C1W4T2,lC_C1W5T2,cC_C1W5T2,rC_C1W5T2,lC_C2W1T2,cC_C2W1T2,rC_C2W1T2,lC_C2W2T2,cC_C2W2T2,rC_C2W2T2,lC_C2W3T2,cC_C2W3T2,rC_C2W3T2,lC_C2W4T2,cC_C2W4T2,rC_C2W4T2,lC_C2W5T2,cC_C2W5T2,rC_C2W5T2 
control,90_90,21075-4,3,9.70E-06,7.95E-06,1.31147541,11.2295082,7.55E-06,7.62E-06,1.967213115,11.8852459,1.63E-05,1.40E-05,2.745901639,12.70491803,2.01E-06,1.44E-06,3.975409836,14.01639344,2.13E-06,2.90E-06,4.631147541,14.54918033,0.000154234,9.11E-05,0.000153817,0.000338529,0.000494449,0.000163898,0.000262306,0.000424719,0.000364973,8.09E-05,9.00E-05,6.30E-05,3.18E-05,6.40E-05,5.56E-05,0.00014251,4.50E-05,8.20E-05,0.000239055,0.000428111,0.00021028,0.000235572,0.00029588,0.000271693,8.71E-05,0.000114359,5.57E-05,3.32E-05,5.42E-05,4.72E-05,8.72E-06,8.51E-06,1.393442623,11.31147541,5.39E-06,5.02E-06,2.090163934,12.00819672,6.10E-06,6.80E-06,2.909836066,12.82786885,4.70E-06,3.23E-06,3.975409836,14.01639344,3.78E-06,3.19E-06,4.754098361,14.63114754,0.000156222,0.000184833,0.000147913,0.000268096,0.000348559,6.02E-05,0.000192587,0.0002179,0.000115403,9.24E-05,0.000118619,9.19E-05,1.69E-05,5.39E-05,6.65E-05,0.000144461,0.000154361,0.000123127,0.000246338,0.000424819,0.000144883,0.000170685,0.000268896,0.00017512,6.69E-05,6.11E-05,5.21E-05,9.94E-06,2.79E-05,3.99E-05
control,90_90,21077-2,1,4.57E-06,3.43E-06,1.393442623,11.35245902,6.45E-06,6.72E-06,1.885245902,11.80327869,1.19E-05,1.13E-05,2.62295082,12.54098361,3.47E-06,2.27E-06,3.606557377,13.68852459,,9.53E-09,,14.79508197,2.76E-05,0.000148502,0.00022311,0.000203866,0.000441648,0.000154259,0.00020049,0.000449131,0.000302299,9.42E-05,0.000120573,5.39E-05,,,,1.41E-05,0.000177518,0.000149849,0.000165822,0.000443997,0.000191253,0.000121465,0.000426905,0.00033558,3.57E-05,2.04E-05,4.64E-05,1.33E-05,9.13E-06,1.83E-05,6.49E-06,5.29E-06,1.393442623,11.35245902,6.17E-06,4.77E-06,1.885245902,11.8442623,1.17E-05,1.09E-05,2.663934426,12.62295082,2.12E-06,1.98E-06,3.729508197,13.89344262,5.27E-07,1.19E-06,4.631147541,14.46721311,1.82E-05,0.000235122,0.0002721,0.000155599,0.000447213,0.000212934,0.000163104,0.000430489,0.000338088,0.000128819,8.75E-05,1.13E-05,4.91E-05,3.35E-05,1.15E-05,3.24E-05,0.000259986,0.000167472,0.000298813,0.000390285,6.12E-05,0.000223895,0.000380873,0.000226933,5.24E-05,7.34E-05,5.48E-05,2.08E-05,2.80E-05,1.88E-05
control,90_90,21077-2,2,4.62E-06,3.80E-06,1.393442623,11.35245902,7.56E-06,6.22E-06,1.885245902,11.80327869,1.27E-05,1.11E-05,2.62295082,12.58196721,3.51E-06,2.03E-06,3.606557377,13.7295082,2.39E-08,,5.491803279,,1.87E-05,0.00015016,0.000226748,0.000173403,0.000433513,0.000180074,0.000198613,0.000475815,0.000324019,9.58E-05,0.000128361,5.65E-05,4.51E-05,1.12E-05,1.31E-05,7.92E-06,0.000185382,0.000168928,0.000112827,0.00040526,0.000203951,0.0002995,0.000447027,0.000195614,2.27E-05,3.07E-05,6.16E-05,,,,6.65E-06,5.55E-06,1.393442623,11.31147541,5.76E-06,5.03E-06,1.926229508,11.8442623,1.17E-05,1.11E-05,2.704918033,12.62295082,2.65E-06,1.33E-06,3.729508197,13.93442623,8.91E-07,9.45E-07,4.590163934,14.46721311,1.03E-05,0.000247075,0.000279468,0.000357498,0.000403504,1.87E-05,0.000304693,0.000439603,0.000224454,0.000122627,9.57E-05,1.78E-07,5.11E-05,4.60E-05,2.16E-05,6.31E-05,0.000159302,0.000269468,0.000279893,0.000412325,0.000103171,0.000184975,0.000368068,0.000258205,5.79E-05,7.47E-05,3.70E-05,2.40E-05,2.00E-05,9.30E-06
control,90_90,21077-2,3,4.79E-06,3.87E-06,1.393442623,11.35245902,6.96E-06,7.01E-06,1.885245902,11.80327869,1.27E-05,1.13E-05,2.62295082,12.58196721,3.46E-06,2.43E-06,3.647540984,13.7704918,,2.20E-08,,14.3442623,3.09E-05,0.000156823,0.000246701,0.000158847,0.000448222,0.000205624,0.000168292,0.000466589,0.000351474,0.000117307,0.000102781,1.82E-05,,,,7.19E-06,0.000183905,0.000170199,9.94E-05,0.000411311,0.000229032,0.000284443,0.000452325,0.000219568,2.94E-05,6.57E-05,7.74E-05,3.05E-05,2.17E-05,1.19E-05,6.86E-06,5.61E-06,1.393442623,11.35245902,6.10E-06,5.10E-06,1.926229508,11.8442623,1.21E-05,1.16E-05,2.704918033,12.62295082,2.12E-06,1.51E-06,3.729508197,13.93442623,4.42E-07,1.23E-06,4.631147541,14.46721311,1.53E-05,0.000238694,0.000283861,0.000338228,0.000408671,3.88E-05,0.000279479,0.00044053,0.000254044,0.000113704,0.000101846,1.66E-05,3.94E-05,2.54E-05,1.17E-05,3.01E-05,0.000259464,0.000182962,0.000266008,0.000423431,0.000126537,0.000163789,0.000364295,0.000280749,4.41E-05,7.01E-05,4.79E-05,1.61E-05,2.01E-05,1.43E-05
96db,90_90,21075-2,1,9.38E-06,8.31E-06,1.352459016,11.2704918,3.97E-06,2.39E-06,2.090163934,12.00819672,6.07E-06,7.18E-06,2.909836066,12.86885246,5.26E-06,3.39E-06,3.975409836,14.01639344,1.23E-06,1.46E-06,4.836065574,14.75409836,0.000218691,0.000248144,0.000139326,0.000234213,0.000283042,4.00E-05,0.000167933,0.000248757,0.000164024,9.58E-05,0.000110995,9.06E-05,3.49E-05,4.21E-05,2.73E-05,0.000217233,0.000243935,0.000119047,0.00019237,0.000271383,5.66E-05,0.000173114,0.000230062,0.000153769,6.97E-05,7.59E-05,6.77E-05,1.20E-05,2.04E-05,2.67E-05,1.81E-06,1.66E-06,1.475409836,11.47540984,1.07E-06,5.55E-07,2.131147541,12.04918033,5.60E-06,6.07E-06,2.827868852,12.74590164,1.75E-06,1.51E-06,3.770491803,14.01639344,9.54E-07,6.57E-07,4.795081967,14.75409836,7.64E-06,3.56E-05,5.27E-05,0.000104417,0.000103631,2.24E-06,5.78E-05,0.000161794,0.000141014,1.28E-05,1.16E-05,6.84E-06,2.35E-05,3.33E-05,2.06E-05,1.72E-05,4.25E-05,5.12E-05,8.58E-05,0.000104445,8.00E-06,4.87E-05,0.000200169,0.000191801,2.87E-05,4.43E-05,3.49E-05,7.47E-06,1.63E-05,1.55E-05
96db,90_90,21075-2,2,9.14E-06,8.42E-06,1.352459016,11.2704918,4.15E-06,2.33E-06,2.090163934,12.00819672,6.25E-06,7.57E-06,2.909836066,12.82786885,5.20E-06,3.25E-06,3.975409836,14.01639344,1.31E-06,1.48E-06,4.836065574,14.63114754,0.000210659,0.000240041,0.000141953,0.000238655,0.000275511,3.60E-05,0.000185437,0.000253366,0.000154204,9.94E-05,0.000109975,8.91E-05,4.13E-05,4.82E-05,2.75E-05,0.000211999,0.000234797,0.000118564,0.000202572,0.000262809,4.44E-05,0.000128823,0.000238206,0.000204933,6.80E-05,7.95E-05,6.90E-05,2.30E-06,6.53E-06,6.40E-06,1.86E-06,3.10E-06,1.475409836,11.47540984,1.02E-06,2.56E-06,2.090163934,12.04918033,5.88E-06,5.82E-06,2.827868852,12.74590164,1.96E-06,1.61E-06,3.729508197,14.01639344,6.37E-07,8.49E-07,4.795081967,14.71311475,1.19E-05,3.93E-05,5.18E-05,5.73E-05,0.000117921,5.13E-05,6.56E-05,0.000162025,0.000135078,1.49E-05,9.72E-06,3.93E-06,1.82E-05,2.36E-05,1.84E-05,2.44E-05,5.13E-05,5.18E-05,9.20E-05,0.000101578,2.22E-06,5.36E-05,0.000194121,0.000182687,3.06E-05,4.45E-05,3.27E-05,4.27E-06,1.48E-05,1.34E-05
96db,90_90,21075-2,3,9.13E-06,8.73E-06,1.352459016,11.2704918,4.11E-06,2.85E-06,2.090163934,12.00819672,6.65E-06,7.61E-06,2.909836066,12.82786885,5.16E-06,3.46E-06,3.975409836,13.97540984,1.09E-06,1.20E-06,4.836065574,14.75409836,0.000215805,0.000237141,0.000136805,0.000254993,0.000264779,2.03E-05,0.000203234,0.000257349,0.00014312,0.000107275,0.000110102,8.61E-05,3.57E-05,4.29E-05,2.09E-05,0.000211832,0.000227055,0.000117611,0.000219894,0.000257579,3.11E-05,0.00015012,0.000247383,0.000197519,6.90E-05,8.03E-05,7.40E-05,6.27E-07,2.02E-05,2.92E-05,2.05E-06,1.70E-06,1.475409836,11.43442623,1.17E-06,6.02E-07,2.090163934,12.04918033,5.51E-06,5.85E-06,2.827868852,12.74590164,1.43E-06,1.55E-06,3.770491803,14.01639344,7.24E-07,5.94E-07,4.795081967,14.71311475,1.37E-05,4.27E-05,5.23E-05,6.15E-05,0.000111902,4.15E-05,7.31E-05,0.000164732,0.000127856,1.25E-05,6.46E-06,1.76E-06,2.50E-05,2.68E-05,1.81E-05,1.20E-05,3.59E-05,5.14E-05,8.62E-05,9.48E-05,6.54E-07,6.13E-05,0.000198892,0.000176721,3.70E-05,4.64E-05,2.93E-05,4.92E-06,1.45E-05,1.18E-05
96db,90_90,21076-1,1,5.88E-06,5.03E-06,1.393442623,11.35245902,4.99E-06,4.16E-06,1.926229508,11.8852459,1.19E-05,1.17E-05,2.663934426,12.62295082,6.39E-06,3.26E-06,3.68852459,13.68852459,1.34E-06,1.54E-06,4.549180328,14.46721311,4.65E-05,0.000112649,0.000207403,0.000120006,0.000385936,0.000163679,0.000169565,0.000404747,0.000289962,0.000137559,0.000198246,0.000148547,7.13E-05,7.41E-05,3.25E-05,5.19E-06,0.000124991,0.000199249,0.000219917,0.000331554,6.57E-05,0.000227427,0.000416004,0.00027951,0.000103561,0.000134188,9.50E-05,2.87E-05,3.98E-05,3.79E-05,4.39E-06,3.83E-06,1.43442623,11.35245902,2.81E-06,1.35E-06,2.049180328,11.96721311,6.17E-06,6.80E-06,2.745901639,12.70491803,3.53E-06,2.58E-06,3.647540984,13.81147541,1.61E-06,1.16E-06,4.631147541,14.59016393,3.46E-05,0.000101012,0.000137671,0.000169744,0.000144621,3.56E-06,9.71E-05,0.00019817,0.00014586,9.03E-05,9.51E-05,4.98E-05,4.04E-05,5.91E-05,3.96E-05,4.04E-05,9.54E-05,0.000113606,0.000105876,0.000166484,5.93E-05,0.000112549,0.000201068,0.00015269,2.27E-05,5.02E-05,5.58E-05,1.15E-05,2.99E-05,3.28E-05
96db,90_90,21076-1,2,6.34E-06,5.19E-06,1.393442623,11.35245902,4.75E-06,3.79E-06,1.967213115,11.8852459,1.25E-05,1.21E-05,2.663934426,12.62295082,6.58E-06,3.37E-06,3.68852459,13.68852459,1.32E-06,1.53E-06,4.549180328,14.46721311,4.45E-05,0.000127606,0.000228085,0.000310464,0.000327594,1.76E-05,0.000169621,0.00041645,0.000310635,0.000141999,0.000208344,0.000157503,6.31E-05,7.77E-05,4.67E-05,1.38E-05,0.000128632,0.0001953,0.000214138,0.000335188,7.50E-05,0.000209422,0.000415688,0.000301273,9.88E-05,0.000131734,9.64E-05,2.47E-05,3.34E-05,3.25E-05,4.60E-06,3.97E-06,1.43442623,11.35245902,2.90E-06,1.35E-06,2.049180328,11.96721311,6.46E-06,6.64E-06,2.745901639,12.70491803,3.78E-06,2.64E-06,3.647540984,13.81147541,1.34E-06,1.16E-06,4.631147541,14.59016393,4.24E-05,0.000115385,0.000144206,0.00018312,0.000145938,8.71E-07,0.000110158,0.000206397,0.000146686,8.50E-05,7.98E-05,4.27E-05,4.11E-05,5.77E-05,3.69E-05,4.41E-05,9.81E-05,0.000111715,0.000109697,0.000173092,6.44E-05,0.000116975,0.000212609,0.000153639,3.00E-05,6.17E-05,6.07E-05,1.22E-05,3.45E-05,3.44E-05
96db,90_90,21076-1,3,6.71E-06,5.36E-06,1.393442623,11.35245902,5.46E-06,4.08E-06,1.967213115,11.8852459,1.32E-05,1.22E-05,2.663934426,12.62295082,6.62E-06,3.21E-06,3.68852459,13.68852459,1.13E-06,1.69E-06,4.549180328,14.46721311,4.94E-05,0.000136576,0.000234109,0.000324292,0.000340304,1.38E-05,0.000173458,0.000429712,0.00031932,0.000155041,0.000210687,0.000149916,5.93E-05,7.42E-05,4.32E-05,1.67E-05,0.000143632,0.000207381,0.00021852,0.000344427,8.62E-05,0.000214367,0.00042157,0.000305249,0.000104016,0.000128549,8.85E-05,2.09E-05,3.92E-05,4.05E-05,4.76E-06,4.08E-06,1.393442623,11.35245902,2.91E-06,1.66E-06,2.049180328,11.96721311,6.55E-06,6.73E-06,2.745901639,12.66393443,4.00E-06,2.89E-06,3.647540984,13.81147541,1.41E-06,9.46E-07,4.631147541,14.59016393,3.24E-05,8.53E-05,0.000152767,0.000188091,0.000150039,3.29E-06,0.000120896,0.000213368,0.000144694,7.76E-05,7.08E-05,4.53E-05,4.06E-05,5.95E-05,3.42E-05,4.99E-05,0.000100689,0.000109512,0.000117523,0.000177133,6.14E-05,4.15E-05,0.000184089,0.000202068,4.55E-05,8.02E-05,6.08E-05,8.79E-06,3.11E-05,3.50E-05
96db,90_90,21076-2,1,8.62E-06,7.30E-06,1.270491803,11.18852459,4.40E-06,3.63E-06,2.008196721,11.92622951,6.76E-06,7.24E-06,2.786885246,12.74590164,3.18E-06,1.26E-06,3.852459016,13.97540984,1.58E-06,1.91E-06,4.631147541,14.50819672,0.000181939,0.000230446,0.000103178,0.000251272,0.00037045,4.58E-05,0.000143861,0.000263573,0.000175022,6.76E-05,6.69E-05,5.87E-05,4.47E-05,4.64E-05,3.06E-05,0.000187594,0.00022125,6.62E-05,0.000167677,0.000371805,0.000124378,0.000136254,0.000283486,0.00019199,4.27E-05,5.08E-05,3.61E-05,8.84E-07,3.59E-05,4.03E-05,1.34E-06,2.38E-06,1.393442623,11.2704918,3.63E-06,3.56E-06,2.213114754,12.09016393,1.96E-06,3.26E-06,3.073770492,12.99180328,,1.17E-06,4.139344262,14.09836066,5.38E-07,3.82E-07,5.163934426,15.04098361,3.67E-05,3.25E-05,5.62E-07,0.000107423,0.000169789,4.51E-05,7.41E-05,9.45E-05,5.46E-05,4.10E-05,4.24E-05,2.23E-05,6.00E-06,1.49E-05,1.27E-05,5.04E-05,6.91E-05,2.61E-05,0.000116476,0.000225565,8.45E-05,8.89E-05,0.000137238,8.76E-05,3.90E-05,3.26E-05,1.12E-05,1.41E-05,1.58E-05,8.41E-06
96db,90_90,21076-2,2,8.69E-06,7.30E-06,1.270491803,11.18852459,4.44E-06,3.38E-06,2.008196721,11.92622951,6.49E-06,7.57E-06,2.786885246,12.74590164,3.00E-06,1.65E-06,3.852459016,13.97540984,1.42E-06,2.00E-06,4.631147541,14.50819672,0.000175035,0.000223459,0.000104418,0.000238173,0.000371663,5.40E-05,0.000113908,0.000256622,0.000196175,6.40E-05,6.39E-05,5.68E-05,4.32E-05,4.62E-05,2.87E-05,0.000181788,0.000223394,7.63E-05,0.000158906,0.000369767,0.000131477,0.000124071,0.000288431,0.000209633,4.80E-05,5.59E-05,3.48E-05,5.58E-06,2.87E-05,3.81E-05,1.47E-06,2.47E-06,1.393442623,11.2704918,4.04E-06,3.56E-06,2.172131148,12.04918033,2.06E-06,3.50E-06,3.073770492,12.99180328,,3.00E-06,4.098360656,14.09836066,4.89E-07,6.34E-07,5.12295082,15,4.48E-05,4.02E-05,3.60E-06,6.28E-05,0.000167925,8.52E-05,8.96E-05,9.25E-05,4.23E-05,4.70E-05,4.58E-05,2.34E-05,7.68E-07,1.02E-05,1.38E-05,6.47E-05,8.56E-05,2.79E-05,4.97E-05,0.000217971,0.000143995,0.000106189,0.000142056,8.03E-05,3.93E-05,2.69E-05,1.14E-05,1.57E-05,2.04E-05,1.38E-05
96db,90_90,21076-2,3,8.58E-06,7.50E-06,1.270491803,11.18852459,4.67E-06,3.29E-06,2.008196721,11.92622951,6.76E-06,7.59E-06,2.786885246,12.74590164,2.68E-06,1.49E-06,3.852459016,13.97540984,1.56E-06,1.84E-06,4.631147541,14.54918033,0.000173607,0.000229767,0.000111834,0.000233836,0.000372715,6.24E-05,0.000115566,0.000258876,0.000195441,6.00E-05,5.38E-05,4.91E-05,3.40E-05,4.29E-05,3.43E-05,0.000179903,0.000221109,7.61E-05,0.000153943,0.000370219,0.000138802,0.000112677,0.00029264,0.000222861,4.24E-05,4.98E-05,4.05E-05,1.11E-05,4.31E-05,3.78E-05,1.45E-06,2.79E-06,1.393442623,11.2704918,3.97E-06,3.81E-06,2.131147541,12.04918033,2.94E-06,3.71E-06,3.032786885,12.95081967,,1.06E-06,4.057377049,14.05737705,6.05E-07,8.99E-07,5.12295082,14.95901639,6.61E-05,4.66E-05,5.28E-06,2.65E-05,0.000174276,0.000122162,9.78E-05,0.000105444,5.68E-05,3.99E-05,4.66E-05,3.42E-05,8.90E-06,1.66E-05,1.40E-05,8.56E-05,9.93E-05,2.19E-05,0.000106532,0.000240942,9.79E-05,9.19E-05,0.000146121,0.000105409,4.45E-05,3.81E-05,1.34E-05,1.90E-05,2.64E-05,1.87E-05
96db,90_90,21077-3,1,7.39E-06,7.39E-06,1.229508197,11.14754098,5.14E-06,5.25E-06,1.885245902,11.8442623,8.28E-06,7.37E-06,2.581967213,12.54098361,4.84E-06,4.64E-06,3.606557377,13.64754098,1.42E-06,,4.385245902,14.30327869,0.000190458,0.000180523,0.000105256,0.000199593,0.000400087,0.000160797,9.77E-05,0.000196421,0.000131794,0.000118498,0.000152407,0.000100787,3.29E-05,5.32E-05,4.41E-05,0.000228136,0.000199474,7.05E-05,0.000397316,0.000399775,3.01E-05,9.04E-05,0.000155022,0.000121272,9.61E-05,7.56E-05,4.47E-05,6.43E-06,3.55E-05,2.85E-05,1.08E-06,8.25E-08,1.557377049,11.10655738,1.90E-06,2.77E-06,2.090163934,12.00819672,8.03E-06,8.67E-06,2.745901639,12.70491803,2.95E-06,1.26E-06,3.647540984,13.85245902,7.05E-07,8.97E-07,4.754098361,14.54918033,4.05E-05,9.91E-05,5.05E-05,8.57E-05,0.000110626,5.50E-05,8.18E-05,0.00019842,0.000166824,2.95E-05,4.26E-05,6.05E-05,3.42E-05,4.12E-05,1.70E-05,7.64E-05,5.29E-05,2.79E-05,9.67E-05,0.00012273,8.45E-06,6.51E-05,0.000216807,0.000217201,3.62E-05,2.33E-05,1.79E-05,1.34E-05,1.69E-05,1.37E-05
96db,90_90,21077-3,2,8.04E-06,7.21E-06,1.229508197,11.10655738,5.70E-06,5.44E-06,1.885245902,11.80327869,8.12E-06,7.44E-06,2.581967213,12.54098361,4.68E-06,4.80E-06,3.606557377,13.64754098,1.52E-06,1.60E-06,4.426229508,14.30327869,0.000203968,0.000189235,0.000115004,0.000229033,0.000405083,0.000148243,0.000109308,0.00019665,0.000130564,0.000128136,0.000148171,9.61E-05,3.71E-05,4.67E-05,3.66E-05,0.000167484,0.00023947,0.000125222,0.000216112,0.000458555,0.00020955,9.19E-05,0.000154535,0.000131348,9.71E-05,7.17E-05,4.72E-05,9.31E-06,3.41E-05,3.05E-05,1.29E-06,1.44E-07,1.557377049,11.10655738,2.23E-06,2.56E-06,2.131147541,12.00819672,8.22E-06,8.68E-06,2.745901639,12.70491803,2.61E-06,1.34E-06,3.647540984,13.93442623,7.10E-07,7.62E-07,4.754098361,14.63114754,4.32E-05,9.78E-05,4.99E-05,0.000111087,9.84E-05,3.18E-05,4.15E-05,0.000175748,0.000180486,3.11E-05,3.68E-05,5.77E-05,2.53E-05,4.30E-05,3.17E-05,8.29E-05,6.73E-05,2.33E-05,8.76E-05,0.000118174,7.59E-06,2.70E-05,0.000205925,0.000241377,2.29E-05,2.49E-05,2.62E-05,9.96E-06,1.58E-05,1.86E-05
96db,90_90,21077-3,3,8.34E-06,7.36E-06,1.229508197,11.10655738,6.20E-06,5.81E-06,1.885245902,11.80327869,8.36E-06,7.59E-06,2.581967213,12.54098361,4.58E-06,4.91E-06,3.606557377,13.64754098,1.35E-06,,4.426229508,14.26229508,0.000215003,0.000189312,0.000117951,0.000277595,0.000416512,0.000131027,0.000111405,0.000197298,0.000141321,0.000133226,0.000142293,8.65E-05,3.33E-05,4.78E-05,3.53E-05,0.000172594,0.000226246,0.000113688,0.000244529,0.000463545,0.00020027,0.000103353,0.000163864,0.000143431,7.91E-05,6.94E-05,6.08E-05,8.85E-06,3.07E-05,3.29E-05,1.37E-06,5.21E-08,1.557377049,11.14754098,2.04E-06,2.77E-06,2.131147541,12.04918033,8.43E-06,9.16E-06,2.786885246,12.74590164,2.71E-06,1.34E-06,3.68852459,13.97540984,8.60E-07,5.76E-07,4.795081967,14.54918033,3.94E-05,0.000100497,6.10E-05,9.91E-05,0.000102667,4.41E-05,0.000103887,0.000198456,0.000152122,3.21E-05,4.79E-05,5.94E-05,2.79E-05,4.47E-05,3.05E-05,8.14E-05,2.71E-05,5.34E-05,0.000115699,9.59E-05,1.99E-05,9.15E-05,0.00023818,0.000214391,2.30E-05,2.37E-05,2.29E-05,1.28E-05,1.27E-05,4.38E-06
96db,90_90,21078-1,1,5.23E-06,4.74E-06,1.31147541,11.18852459,9.06E-06,8.71E-06,1.885245902,11.80327869,1.32E-05,1.21E-05,2.581967213,12.54098361,3.88E-06,2.07E-06,3.56557377,13.52459016,6.52E-07,,4.836065574,15.57377049,8.95E-05,0.000116554,0.000186008,0.000319684,0.000412547,0.000135462,0.000288336,0.000423964,0.000258836,0.000122785,0.000104571,4.21E-05,2.74E-05,3.16E-05,2.36E-05,0.000138803,7.20E-05,0.000108017,0.000315334,0.000435742,0.000166509,0.000247457,0.000236827,0.000141004,9.05E-05,5.44E-05,2.32E-06,,,,8.93E-07,2.14E-06,1.352459016,11.31147541,2.08E-06,1.70E-06,2.008196721,11.96721311,4.49E-06,4.06E-06,2.868852459,12.78688525,1.54E-06,4.98E-07,3.770491803,13.7295082,1.23E-06,1.49E-06,5.614754098,14.63114754,1.60E-05,2.75E-05,3.84E-05,3.79E-05,5.43E-05,5.02E-05,9.64E-05,0.000154852,9.91E-05,3.09E-05,3.49E-05,2.77E-05,2.50E-05,8.17E-06,1.07E-05,1.88E-05,4.26E-05,2.40E-05,7.78E-06,3.58E-05,5.02E-05,9.12E-05,0.00015216,0.000100023,1.58E-05,1.76E-05,8.54E-06,1.05E-05,2.90E-05,2.95E-05
96db,90_90,21078-1,2,5.76E-06,5.50E-06,1.31147541,11.14754098,9.28E-06,8.87E-06,1.885245902,11.80327869,1.33E-05,1.21E-05,2.581967213,12.54098361,3.68E-06,1.29E-06,3.56557377,13.56557377,6.45E-07,4.55E-07,4.836065574,14.3442623,9.49E-05,0.000113747,0.000180859,0.000296552,0.000431102,0.000166333,0.000253164,0.000434476,0.000295672,0.000129132,0.000120524,5.24E-05,1.45E-05,3.72E-05,4.05E-06,0.000166686,0.000106296,7.65E-05,0.000295022,0.000454803,0.00020054,0.000224704,0.000241503,0.000160658,7.65E-05,4.14E-05,3.22E-06,2.52E-05,4.25E-05,1.10E-05,1.12E-06,1.90E-06,1.352459016,11.2704918,2.16E-06,1.64E-06,2.049180328,12.00819672,4.67E-06,4.29E-06,2.868852459,12.78688525,1.53E-06,2.90E-07,3.81147541,14.18032787,1.32E-06,1.46E-06,4.795081967,14.67213115,1.27E-05,2.43E-05,3.78E-05,4.06E-05,6.19E-05,4.17E-05,8.63E-05,0.000158158,0.000110209,2.91E-05,2.93E-05,2.47E-05,1.48E-05,1.93E-05,2.32E-05,8.87E-06,3.25E-05,4.77E-05,5.37E-06,5.31E-05,5.19E-05,7.79E-05,0.000148234,0.000114199,4.31E-06,1.80E-05,8.84E-06,1.65E-05,3.47E-05,3.07E-05
96db,90_90,21078-1,3,5.56E-06,5.40E-06,1.31147541,11.18852459,9.09E-06,8.52E-06,1.885245902,11.80327869,1.38E-05,1.21E-05,2.62295082,12.54098361,3.89E-06,1.92E-06,3.606557377,13.56557377,6.50E-07,3.93E-06,4.385245902,15.6147541,0.000106094,0.000108635,0.00017091,0.00025131,0.000434326,0.000201265,0.000353212,0.000423249,0.000215276,0.000125405,9.32E-05,3.77E-05,6.40E-05,6.40E-05,2.05E-05,0.00014476,7.96E-05,0.000104534,0.000235805,0.00044862,0.000242674,0.000217786,0.000246936,0.000169023,8.44E-05,4.02E-05,1.38E-05,2.16E-05,1.99E-05,5.33E-06,1.02E-06,2.07E-06,1.352459016,11.2704918,1.98E-06,1.62E-06,2.008196721,11.92622951,4.18E-06,3.93E-06,2.868852459,12.78688525,1.46E-06,4.16E-07,3.770491803,13.7295082,1.23E-06,1.60E-06,4.754098361,14.63114754,1.74E-05,2.71E-05,3.53E-05,4.50E-05,5.99E-05,4.70E-05,9.89E-05,0.000141693,8.28E-05,3.59E-05,3.24E-05,2.55E-05,2.12E-05,2.04E-05,1.82E-05,1.80E-05,2.94E-05,3.54E-05,2.27E-05,2.91E-05,4.29E-05,0.000100091,0.000147294,8.74E-05,1.39E-05,1.76E-05,1.02E-05,1.46E-05,3.26E-05,3.30E-05
